commentId,text,video_title,label_llm,label_revisao,
UgwfLUSZwjmD5A5W1sZ4AaABAg,O surto da sexta feira 13 foi maravilhoso,EXPRESSÃO MÁXIMA DO DESCONFORTO | PARTE 2,POSITIVO,OK,
UgwQ24wIPXnlLHfSQjJ4AaABAg,"Mas ele não estava na sinagoga quando ele foi excomungado, tanto que o pai ficou calado e a irmã dele foi a única que se levantou e falou em defesa do irmão dele.","Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos",NEGATIVO,NOK,Claramente tangencial
UgwWoMP6I71Tn3sHfUV4AaABAg,"Eu gosto muito do conteúdo de vocês, mas esse vídeo me deixou impressionado. A Maria Fernanda conseguiu simplificar uma coisa que tento dizer aos meus amigos do trabalho, muitas vezes. Eu tenho um quadro de TDHA diagnosticado por minha psiquiatra associado a minha psicóloga; para contornar isso criei padrões que me ajudam a concluir as tarefas. Uma atitude que tomei foi que, durante o trabalho, não faço o uso do celular, apenas o computador para o que for preciso (sou chefe de cozinha). Hoje percebo que meus colegas de trabalho estão sobre carregados com a expectativa de uma notificação ou de conhecer novos heels. Inclusive, minha colega tentou pedir ajuda para a AI para organizar suas tarefas, mas, mesmo a inteligência artificial fazendo a organização, ela não conseguiu entender e executar. Falei tudo isso para que a Drª Maria Fernanda, perceba o quanto o vídeo fez sentido para mim; sua explicação verbalizou algo que eu tentava falar mas não conseguia elaborar. Muita  Ciência  e informação para nos! (Quero ser psiquiatra)",O PERIGO REAL sobre o novo TDAH que ninguém te contou,POSITIVO,OK,
UgxN4wN3ZtOBJkxY1hh4AaABAg,💛,Como resgataria meu amor-próprio,POSITIVO,OK,
UgyWnG892P4IYq0wam54AaABAg,Bah professor temos que lutar contra isso,Leandro Karnal desafia o ChatGPT,NEGATIVO,NOK,Tangencial/positivo
UgwTd8B998RCe_BfPTd4AaABAg,"POIS É,SE ESSA CRIATURA MORREU 
EU NÃO QUERIA NEM SER A ALMA DELE A ESSA ALTURA
ESTÁ ARREPENDENDO AMARGAMENTE POR TODAS AS SUAS MALDADES",Caso Epstein: Como o Sistema Falhou por 14 Anos? | ANA BEATRIZ,TANGENCIAL,OK,
UgxJlw9w4hqH-Z9WZMl4AaABAg,"Tá... Então o Taoísmo é tipo a dor do parto? Quando a contração vem e você faz força junto, a dor não parece tão mais intensa e acaba sendo tudo mais rápido? 🤔",Pra você que pensa e sente demais | A filosofia da ansiedade,TANGENCIAL,OK,
UgxGjScFnX4vjqSi52V4AaABAg,"Perdoar é seguir a vida sem carregar mágoas, sem desejar o mal a pessoa e se libertar de carregar o peso da dor, por algo que nós não temos o controle, os atos do outro. E isso não quer dizer que tenha que seguir igual com a pessoa, dependendo do trauma, é necessário se afastar.",Quem te machucou não merece sua energia #saudemental #reflexão #mudança #autocuidado #tempodecrescer,TANGENCIAL,OK,
Ugzb3ffrWSHXaoaijKV4AaABAg,MUITO OBRIGADO,você não é seu desempenho.,POSITIVO,OK,
Ugxmj-QaVxy_P3pKivV4AaABAg,💙,5 sinais de que você é imaturo emocionalmente e não sabe,POSITIVO,OK,
UgxDQAV3r_k5-M8bx-B4AaABAg,"Eu demorei pra entender que eu sou a pessoa mais importante da minha vida !!
Aprendi com quase 60 mais  valeu a pena embora pouco tarde !!
Hj continuo sendo amorosa ...carinhosa é ajudando o próximo.mais hj eu penso em mim também eu me.amo...me respeito e só quero pra mim o que me faz bem !!!
Obgda Rossandro aprendi muito com seus ensinamentos !!!
Gratidão eterna!
Bju no seu ❤️","1ª Live da série especial ""Quando eu cuido de mim"" com Rossandro Klinjey",POSITIVO,OK,
Ugxm7BeqkJvJ4u_EGDt4AaABAg,Caraca... Melhor vídeo de todos sobre o pós parto. Obrigada!,O RETORNO DA PEPEKA DEPOIS DO PARTO NORMAL VAGINAL | Juliana Goes,POSITIVO,OK,
UgwrabhfX10oeXwZM_R4AaABAg,"Karnal fazendo escansão de versos do soneto aí foi ótimo! A forma tá ok, mas o conteúdo, bem fraquinho...",Leandro Karnal desafia o ChatGPT,NEGATIVO,OK,
Ugz0Dm-9VP-JwtIbWIx4AaABAg,"DEPOIS DE FLOYD VOCE E A ÚNICA...TE SIGO A DÉCADA..RU JA CONHECI VÁRIOS PREDADORES INCLUSIVE JA FUI VÍTIMA. 
OBRIGADA",Caso Epstein: Como o Sistema Falhou por 14 Anos? | ANA BEATRIZ,POSITIVO,OK,
Ugy_RuvHxKTyQzUSjrp4AaABAg,"Dra.Ana Beatriz, o seu livro que fala sobre a psicopatia deveria ser lido por todos os pais e mães, é de uma importância gigantesca ❤",Adolescentes Violentos: Um Sinal de Alerta Urgente! | ANA BEATRIZ,POSITIVO,OK,
Ugzgu9_n-68tugxL6S54AaABAg,"Tu não é ateu, é um atoa",Por que sou ateu? Leandro Karnal reage a comentários sobre religião e ateísmo,NEGATIVO,OK,
UgxegoDtFjFsElwXABt4AaABAg,"Perdoar é o único caminho pra viver em paz. Ruminar o passado só traz ele de volta, junto com toda a dor. É preciso colocar um ponto final.",Quem te machucou não merece sua energia #saudemental #reflexão #mudança #autocuidado #tempodecrescer,TANGENCIAL,OK,
UgymYO7Jie0bSdzPJ4l4AaABAg,"ideias e reflexões interessantes e necessárias. comentários idem, de acordo com a experiência de cada um/a (não poderia ser diferente…filtros).

no entanto, a considerar uma boa parte dos comentários que li parece que a questão se reduz a casar/estar casado versus viajar!

é isso mesmo? 

então, tenho algum problema. e as duas mulheres com as quais me casei também. 

porque tivemos três filhas e viajamos pra caramba. juntos e separados, a trabalho, a estudo e a lazer. sozinhos, a dois, a três, a quatro e a cinco. 

viajei antes de me casar, viajamos depois que nasceu minha primeira filha, com e sem ela, viajei durante os anos em que fiquei sozinho depois do primeiro casamento, viajamos casados antes de ter a segunda e a terceira filha, viajamos depois que elas nasceram, enquanto cresciam e continuamos viajando agora depois que elas bateram asas e voltamos a ficar só os dois novamente. 

sob o meu ponto de vista, ser e sentir-se livre não tem a ver com ser solteiro, casado, morar junto ou separado, ter filhos ou não. a liberdade é uma condição e uma questão mais complexa - e simples ao mesmo tempo: tem a ver com a sua cabeça e a da pessoa que você escolhe pra embarcar com você nessa trip que é a vida. mesmo que você(s) não viajem muito. 

em tempo: ter filhos/as, ajudá-los a crescer e ensiná-los a voar, também é uma viagem maravilhosa ❤",CASAR PARA QUÊ? | MARIA HOMEM,TANGENCIAL,OK,
UgwqWMI1KF0JK55YciJ4AaABAg,"Boa tarde! Uma amiga me passou esse link hoje. Me questionei e sofro durante anos com uma pessoa assim. É libertador saber a verdade! Já havia tomado atitudes para me proteger, mas sem saber, por que tudo isso estava acontecendo comigo, a partir desse vídeo estou entendendo mais, como se uma cortina escura se abrisse, muito obrigada por sua ajuda!!!!",O que fazer quando o narcisista convive com você? #98,POSITIVO,OK,
UgwKHgkjfcYj_guiz7d4AaABAg,que maravilha,O que é ser inteligente hoje? A NOVA INTELIGÊNCIA | Série Profissional do Futuro #2,POSITIVO,OK,
UgwZzfSmadqMPAeapNx4AaABAg,💙,5 sinais de que você é imaturo emocionalmente e não sabe,POSITIVO,OK,
Ugx_7t207eDoUPLZ2c14AaABAg,"sinto tudo isso,   por nada  as pessoas ja viram a cara,fala pelas costas, acham q amizade é esta bem o tempo todoo o problema é q as pessoas estão muito superficiais hoje em dia, não pode discordar  de nada, ou se desentender q ja viram a cara, acha que amizade é rir o tempo todo, ou esta bem o tempo todo e não é isso!eu tbm não sou muito de procurar, mas quando precisam d mim eu estarei la para ajudar e ouvir, mas não sou de bajular.",como fazer amigos depois do isolamento (e paranóias de ser chata),TANGENCIAL,OK,
UgwMxStnqn4JtcMTAkh4AaABAg,"Ahhhh que alegria feliz por vcs, Deus abençoe essa nova fase, esta nova conquista vcs merecem🙏❤",TOUR PELO APÊ VAZIO | Diário da Reforma por Juliana Goes,POSITIVO,OK,
Ugxgy6LWk2v2akp_Zvt4AaABAg,"Nossa Ju, essa semana estava conversando com meu namorado sobre as provas de resistência e ele lembrou dessa sua e ficou ‘sabe? A Juliana!’ Eu fiquei NÃO, Ju Goes do youtube e do Zen lembra já te mostrei, é ela! Kkkkkkkkk Pra gente vc já é a Ju, Ju do YT e do Zen 😂",BBB | Respondendo sobre a minha experiência no Big Brother Brasil,POSITIVO,OK,
Ugy65dXm0ctBLvV4Okt4AaABAg,"O PRAZER EM  OUVI--LO SERÁ SEMPRE MEU, ❤️  +++++VC!!!","SAÚDE MENTAL NO TRABALHO | Série ""Profissional do Futuro”",POSITIVO,OK,
UgxNqOzEklyzdtP_KtR4AaABAg,"Ludo fiz um comentário no seu vídeo mais antigo o do vazio.

Depois de muito tempo sem ver esse vidio, que me ajudou muito quando eu tava em um momento horrível, essa parte final teve muito mais sentido e nostalgia. Muito obrigada ludo seus vidios me ajudaram quando eu estava extremamente mal e hoje em dia estando bem, me sentindo muito feliz em ver seus videos, tanto antigos quando recente, e ve q vc me ajudou muito e q hj não estou mais mal e da uma sensação nostálgico esquecida. Tipo lembrando q coisa triste me da uma nostalgia felize, e lembrando de coisas boas da uma nostalgia triste, que doido.

Longo e bem sem sentido pra esse vídeo, mas queria propor uma pergunta que notei no final do meu comportamento. Por que quando vemos situações passadas difíceis, que hojem em dia nao ocorrem mais e ficamos felizes? E quando relembrando memórias felizes ficamos tristes?

Essa pergunta ao meu ver não é  tao difícil de responder, mas gostaria de ver seu ponto de vista sobre e no formato que vc faz seus vidios. E te proponho também um assunto fácil, ate pq vc sempre tras reflexões complicadas então algo facil as vezes e bom pra cabeça.",Pra você que pensa e sente demais | A filosofia da ansiedade,POSITIVO,OK,"Acho que o ideal seria marcar como tangencial,
mas ainda acho que faz sentido deixar como
positivo"
UgyZkZN913ajI-zR7JJ4AaABAg,"Esse vídeo é um abraço em muitas mulheres, Ju! Porque muitas não tem coragem de conversar sobre isso nem  com profissional. ❤",O RETORNO DA PEPEKA DEPOIS DO PARTO NORMAL VAGINAL | Juliana Goes,POSITIVO,OK,
Ugwn5DQE8N461Nh97ht4AaABAg,"Eu tive que parar o vídeo, simplesmente na parte que eu vejo o ator contratado eu apenas vim dizer, absolute cinema. 🙌🏾 Valeu a pena esperar 11 meses.",Pra você que pensa e sente demais | A filosofia da ansiedade,POSITIVO,OK,
UgwQw5pMiEFyni5qdKp4AaABAg,Vc Descreveu Minha Filha Com Meu Neto Senhor Aqui Não Dá Pra Seguir 100% nãooo TÁ TENSO!,MEU FILHO NÃO DORME | SONO DO BEBÊ por Juliana Goes,TANGENCIAL,OK,"Acho que um humano classificaria esse comentário
como positivo, mas realmente não tem nada objetivamente
positivo a respeito do vídeo."
UgxIJ_gY6Anb6R-ctZN4AaABAg,❤❤❤👏👏👏,Por que sou ateu? Leandro Karnal reage a comentários sobre religião e ateísmo,POSITIVO,OK,
Ugz8pdgp8kVuiHjpLIJ4AaABAg,Só vi verdades,CASAR PARA QUÊ? | MARIA HOMEM,POSITIVO,OK,
UgzTkpsZFXWoIQ-Hg254AaABAg,Esse caso é um nojo do início ao fim! Pior é saber que a impunidade vai permanecer pra todos os outros abusadores,Caso Epstein: Como o Sistema Falhou por 14 Anos? | ANA BEATRIZ,TANGENCIAL,OK,
Ugy-CoHKj5GfDGU7kON4AaABAg,💜,Você tem tudo para estar bem... mas não está.,POSITIVO,OK,
UgxNXmlwFT2DOQflIB94AaABAg,Ualll!!🙏❤️‍🔥,Continue fingindo que nada mudou  #saudemental #reflexão #mudança #autocuidado #tempodecrescer,POSITIVO,OK,
UgxUMDIbRI9JEX-KPy54AaABAg,Brilhante!!!  Vai me ajudar muuuiiito!,Estoicismo: a Filosofia da felicidade e do desapego | Leandro Karnal,POSITIVO,OK,
UgwKYtV0e7RkmxerXwp4AaABAg,meu marido é tudo isso junto ele acabou com minha voda social tive depresao e deaejo de suicidio hj meu pisicologico ta no fundo do poço.pessoas assim sao doentes ou é safadeza mesmo,Rossandro Klinjey - Como conviver com pessoas abusivas e tóxicas,TANGENCIAL,OK,
UgzFWmls47dqF99rVP54AaABAg,E quando a filha tem todos esses sintomas  e comportamentos acusa a mãe de ser Narcisista e odeia de uma forma assustadora??,Rossandro Klinjey - Como conviver com pessoas abusivas e tóxicas,TANGENCIAL,OK,
UgyAdoGrq5iWd8n2Vqt4AaABAg,Perdoar é  deixar de pagar a conta do agiota.  Definição perfeita!,Quem te machucou não merece sua energia #saudemental #reflexão #mudança #autocuidado #tempodecrescer,POSITIVO,OK,
UgxeC-25TxjkesM18bZ4AaABAg,"video sus. não tem como cope com tantas analogias phoney ao invés de linguagem e postura mais chad e based. Sigmas não tem brainrot, isso é coisa de beta e gooner",O PERIGO REAL sobre o novo TDAH que ninguém te contou,NEGATIVO,OK,Engraçado
UgwQ3g54ZmDhJpOpyIZ4AaABAg,"A intervenção é a Agroecologia, Jout Jout ♥️🌱",ENCERRAMENTO MASSA,TANGENCIAL,OK,
UgzCy3JTa-7NkiF47314AaABAg,"Tebet e o consórcio Nordeste?, 50 milhões de reais para comprar respiradores e nenhum respirador chegou no nordeste na pandemia, pq vc não quis abrir CPI? 
#nãoconfio","SIMONE TEBET, MARIA HOMEM | ELEIÇÕES: RETA FINAL (LIVE)",NEGATIVO,OK,
UgyAA0jrWTxKNdSOj354AaABAg,💛💛,Desapego: por que soltar é tão difícil?,POSITIVO,OK,
UgzWLCc7XhYeyB4LrYB4AaABAg,"Descobri recentemente que minhas mãe e narcisista e por isso vivia a vida depreciva baixa alto estima, me fechei para o mundo , não vivia aminha vida e sim a dela, frustrada, e sentido a formiga do cocô do cavalo do bandido pensava que a errada era eu , me sentia mau ,  preciso de ajuda",O que fazer quando o narcisista convive com você? #98,TANGENCIAL,OK,
UgyjMIDGDPGpS-EkhiB4AaABAg,Amei este vídeo 'sincerão'.,BBB | Respondendo sobre a minha experiência no Big Brother Brasil,POSITIVO,OK,
UgxoJbRDkUI2qYJhS-l4AaABAg,💙,5 sinais de que você é imaturo emocionalmente e não sabe,POSITIVO,OK,
UgzJc2w1pHEOrRoc_hF4AaABAg,"Nada a ver o papo dessa tia brizada. 😂😂😂 Homens amam as mulheres, as mulheres precisam dos homens. O homem gosta da mulher por atributos intrincicos a elas. Já as mulheres tratam os homens com utilitarismo, naquilo que eles podem prover ou proporcionar a elas. Ou seja, se olhar a realidade, quem não gosta de quem é a mulher! A realidade dá um banho no papo dela. 😂😂😂",Feminicídio no Brasil: por que homens odeiam mulheres? | Maria Homem,NEGATIVO,OK,
UgychO7q4bSm1ABgbh94AaABAg,"Fico sem vontade pra começar as coisas, mas quando faço fico feliz da vida. Quando é pra sair, tenho vontade de não ir e pedindo pro povo desmarcar, mas quando vou sou a primeira a me divertir. Em relação ao trabalho não consigo sustentar a empolgação inicial",RECUPERE O PRAZER DE VIVER: A cura para o Esgotamento Mental - ANEDONIA,TANGENCIAL,OK,
Ugx_ZNDGBRRZslGTFIB4AaABAg,"Que video mais sem nexo. Falou nada com nada. Essa analogia do desenho é estupida. Ok, compreendo o que me faz triste, e aí? Trabalhar pra melhorar aquilo que me mata é impossivel na slciedade atual, nao tenho tempo e nem dinheiro pra investir njm psicólogo.
Estar vivo só é uma merda e onpeso da existência é uma merda.",Assista quando estiver deprimido,NEGATIVO,OK,
UgwCQBq3NJZyeQM7to14AaABAg,Só eu chorei?,GIRLS EDUCATION: ELAS QUE LUTAM,TANGENCIAL,OK,Pode ser positivo
UgzUXZr22fjAlAN_QXx4AaABAg,"eu, uma adolescente de 14 anos, me sinto velha por n ter conquistado o mundo, e me sinto numa bolha sem sentido, presa, a uma corrente q eu mesma fiz, e fiquei meses, na verdade, dois anos até agora presa no meu próprio pensamento de insuficiência, hoje, lembrei do ludoviajante, peguei um caderno antigo, fiz uma capa nova, e estou aqui, vendo esse vídeo, e me sinto abraçada, já q a tanto tempo eu n fazia um quadro, algo q gostava por me achar menor, obrigada, e por você, q confio em QM demora pra reproduzir vídeos, pq qnd chega, e tão reconfortante, obrigada novamente.",Como a vida moderna destrói seu foco - e o que fazer | Geração TDAH,TANGENCIAL,NOK,Claramente positivo
UgwM_iM_wx1A-Q9k4WF4AaABAg,"Sou de esquerda, mas quando vi  Simone TEBET na CPI da pandemia. Logo pensei: essa mulher  vai longe","SIMONE TEBET, MARIA HOMEM | ELEIÇÕES: RETA FINAL (LIVE)",TANGENCIAL,OK,
Ugwap3zi9lvy4FsxHIt4AaABAg,"Isso serve para a família, inclusive ❤",Continue fingindo que nada mudou  #saudemental #reflexão #mudança #autocuidado #tempodecrescer,POSITIVO,OK,
UgyLd3SVmbHldLL0kxJ4AaABAg,12:30 rindo muito aqui 😂😂 amei,Amor aos pets: a relação entre seres humanos e animais na História,POSITIVO,OK,
UgzKf6FOZh4bmNGCBuB4AaABAg,💛💛,Como resgataria meu amor-próprio,POSITIVO,OK,
UgwyU5yI4JUBOGu40id4AaABAg,5:08  mas e se você se sente no vazio após acordar?,Assista quando estiver deprimido,TANGENCIAL,OK,
UgzdZFkUKvCHm01vfrN4AaABAg,"Seus vídeos sempre me ajudaram nos meus piores momentos, volta a postar pf",Assista quando estiver deprimido,POSITIVO,OK,
UgxZVtu4mfqfXpXq0BJ4AaABAg,"Cara, simplesmente obrigado. Vou assistir esse vídeo sempre que tiver um tempo.",Pra você que pensa e sente demais | A filosofia da ansiedade,POSITIVO,OK,
UgwI9xGJir6qelAjCF94AaABAg,💜💜💜,Você tem tudo para estar bem... mas não está.,POSITIVO,OK,
UgyumYOFBo6oaqpnQkV4AaABAg,"Eu assisto. Essa série faz bem, faz chorar, dormir e refletir sobre a vida. Nós também idealizamos a família Pearson","Karnal Recomenda: ""This Is Us"" - 6ª temporada | Leandro Karnal",TANGENCIAL,OK,
Ugwu9r3A6AmrQdfnMV14AaABAg,Jesus o garoto propaganda das empresas chamadas de igreja.,O Caso Epstein: Quando o Poder Compra a Justiça | ANA BEATRIZ,TANGENCIAL,OK,
Ugx5wIhPkTjgdrMd_zl4AaABAg,Não consegui entender o que ela explicou hoje. 😢😢😢,Aula 2: O Jeito Certo de lidar com o TDAH - Dra. Ana Beatriz Barbosa,TANGENCIAL,OK,Ou negativo...
Ugz9BcQSCUxiZqY1W0d4AaABAg,Eu deixei de me amar,O que fazer quando o narcisista convive com você? #98,TANGENCIAL,OK,
UgypQ8HyLzzCfgYgGIl4AaABAg,💜 vc é uma pessoa incrível!!,Você tem tudo para estar bem... mas não está.,POSITIVO,OK,
UgwjwRcWDsMsOljeiiF4AaABAg,"Tentam-nos subjulgar o tempo todo, hoje aos 66, casada por duas vezes, desisti, melhor só e tranquila do que sendo apontada o tempo todo, exigindo a perfeição que eles não tem, nunca tiveram e jamais terá.",Feminicídio no Brasil: por que homens odeiam mulheres? | Maria Homem,TANGENCIAL,OK,
UgzCuVPOiIBhIFvhzdt4AaABAg,Papo típico de classe média que gosta de dá aparência intelectualizada às conversas. Kkkk,CASAR PARA QUÊ? | MARIA HOMEM,NEGATIVO,OK,
UgybCds8Biu9OSX0m0B4AaABAg,Excelente!!!,Leandro Karnal desafia o ChatGPT,POSITIVO,OK,
Ugz5DTESsaDSulEZ4AB4AaABAg,Abençoada!🤍👏👏👏,O Caso Epstein: Quando o Poder Compra a Justiça | ANA BEATRIZ,POSITIVO,OK,
Ugxnp9xGc7fe8KxlEvt4AaABAg,"Ju, eu não gostava de você no programa hehe. Mas, foi muito engraçado, porque um tempo depois de você ter saído, quando você criou seu canal aqui no YouTube eu comecei a te seguir e só depois percebi que você era a Juliana Goes. Desde então acompanho seu trabalho: antes e você conhecer o Crica, depois que você conheceu, casamento, filhos, suas fases de exercício físico... tudo. E foi você quem me ensinou a levar uma vida minimalista, obrigada por isso.",BBB | Respondendo sobre a minha experiência no Big Brother Brasil,POSITIVO,OK,
UgxTECK4OX5ec2HFD3R4AaABAg,👏👏👏👏❤,Faça o seu teste da autoestima! Aula 01 | Oficina Autoestima Curativa,POSITIVO,OK,
