commentId,text,channel_type,likeCount,video_title,label_llm,label_revisao
UgxWaYOU-h3SRVmx7FB4AaABAg,"Esse video parece que me deu um tapa.
Acabei de terminar um relacionamento ( ela terminou). Eu fazia de tudo por ela, grandes e pequenos gestos de carinho e cuidado,  de um tempo para cá fui ficando sem tempo, trabalhando mais para conseguir uma casa pra gente morar, tirando cnh para ter mais liberdade de tempo e lugar.
Porém ela sentiu falta de flores, não importava se eu estava atrás de um futuro para nós ela sismou que eu estava deixando de se esforçar pelo nosso futuro.
Na hora do termino ela falou que não via eu querendo um futuro para nós dois, ela terminou comigo e sequer deixou eu tocar nela, estou muito decepcionado e me martelando, será que eu errei ou ela foi ingrata e estava procurando um príncipe encantado inexistente?
Espero que ninguém passe por isso.",amador,1,Assista quando estiver deprimido,TANGENCIAL,
UgwbX27YX-6su8452_x4AaABAg,Interessante que coloca a foto com Trump.,profissional,0,O Caso Epstein: Quando o Poder Compra a Justiça | ANA BEATRIZ,NEGATIVO,
Ugx1hpWffXz2HSnm5M14AaABAg,Essa Simone é  uma idiota.,profissional,0,"SIMONE TEBET, MARIA HOMEM | ELEIÇÕES: RETA FINAL (LIVE)",NEGATIVO,
Ugx2naa8wiJhY4Hso9V4AaABAg,"O tempo das coisas acontecer. Faz bem te ouvir e ver. Parabéns e obrigada! Felicidades, menina!",amador,1,AGRADECIMENTOS FINAIS,POSITIVO,
Ugxj46Fvs5cg8SybUUJ4AaABAg,É a falta que nos move,amador,0,27 lições com 27 anos,TANGENCIAL,
Ugxlud72EFznbiUlNjZ4AaABAg,Mulher voltaaa vc e necessária para a sociedade 😭,amador,0,AGRADECIMENTOS FINAIS,TANGENCIAL,
UgxmQ6TrreDY5m7saRt4AaABAg,"Ju, sei bem o que está sentindo. Sinta o meu abraço amigo❤... passamos por isso aqui em casa. Realmente é devastador emocionalmente pra toda a família. Também tentamos tudo e nada funcionava... Meu filho só começou a dormir a noite toda aos 3 anos. Sentimos melhora ao colocarmos ele na escolinha. Mas, depois olhando para trás, acredito que ele teve refluxo oculto que os médicos não conseguiram identificar. Talvez seja legal olhar essa questão mais à fundo... O legal é saber que vai passar... É só mais um desafio da maternidade, que no final, traz muito aprendizado para nós. Desejo que fiquem bem.❤😘",amador,2,MEU FILHO NÃO DORME | SONO DO BEBÊ por Juliana Goes,TANGENCIAL,
Ugy2aIsAkTzxce8sY_R4AaABAg,Enrola muito,profissional,0,Faça o seu teste da autoestima! Aula 01 | Oficina Autoestima Curativa,NEGATIVO,
UgxSfAJOi0s9Los2PWh4AaABAg,Homens não gostam de mulheres; gostam do poder (real ou ilusório) exercido sobre elas.,profissional,189,Feminicídio no Brasil: por que homens odeiam mulheres? | Maria Homem,TANGENCIAL,
Ugx5WVIW4vUQ-01ZgNF4AaABAg,"Ju queria tanto essa sua evolução. Eu tbm sinto muito esse vazio as vzs, acho que o desejo é material, mas quando realizo ainda tem um vazio.",amador,0,BBB | Respondendo sobre a minha experiência no Big Brother Brasil,TANGENCIAL,
UgwnZq8p7zfp4JkSV-B4AaABAg,Os médicos de hje são movidos ao salário não a competência em medicina😢😢😢por isso n descobrem nada 😢😢😢,profissional,97,3 Pistas para Descobrir a Causa da Sua TONTURA,TANGENCIAL,
Ugw9aBbZ7zJwQjfyCjt4AaABAg,Sou por um Brasil mais justo e apoio a Simone Tebet! Concordo c/ o q ela fala e desejo q ela participe do novo governo Lula e seja a nossa presidente em 2026!!😊👏👏👏,profissional,0,"SIMONE TEBET, MARIA HOMEM | ELEIÇÕES: RETA FINAL (LIVE)",POSITIVO,
UgzqGyHlR89ARXAQOcp4AaABAg,"Fantástico...exatamente assim como me sinto ao assistir #thisisus Ressignificando cada época da minha vida, cada parte da minha família, histórias vividas, traumas, lembranças. Obrigada, Karnal. É sempre um prazer.",profissional,0,"Karnal Recomenda: ""This Is Us"" - 6ª temporada | Leandro Karnal",TANGENCIAL,
Ugxd1PzXTVvBuHFY2554AaABAg,"Ateu igual um amigo meu, sabe mais sobre a bíblia e o sacerdócio do que o padre da igreja 😅",profissional,0,Por que sou ateu? Leandro Karnal reage a comentários sobre religião e ateísmo,TANGENCIAL,
UgzSpQcXYDQF8Ao2gjp4AaABAg,Muito bacana!,amador,0,você não é seu desempenho.,POSITIVO,
UgwFJL7ftMyfZ7EfYT54AaABAg,"Sei bem essa sensação. Esse fim de ano eu voltei a ter desejos e sonhos. Comecei 2026 com planos, com vontade de me resgatar.",profissional,72,RECUPERE O PRAZER DE VIVER: A cura para o Esgotamento Mental - ANEDONIA,TANGENCIAL,
UgyouXWBlNnYdYTDT414AaABAg,"Fantastic explicacao!! Excellent analise. Muito obrigada, sempre aprendendo com o senhor.",profissional,0,Leandro Karnal desafia o ChatGPT,POSITIVO,
UgxqzqyYq7yGmFZKwlJ4AaABAg,"Ju dá uma pesquisada sobre bebê high need, ajuda a entender melhor e aceitar um pouco mais rsrsrsr",amador,3,MEU FILHO NÃO DORME | SONO DO BEBÊ por Juliana Goes,TANGENCIAL,
Ugw7Oc7l-UrxfNEfW0B4AaABAg,"Não superei esse término, mas entendi. Só bateu uma sdd...",amador,1,EXPRESSÃO MÁXIMA DO DESCONFORTO | PARTE 2,TANGENCIAL,
UgxvF8ZGho5-MKVubbx4AaABAg,"O que mais se vê nos dias de hoje é tudo que não há de estoicismo. 
A maioria das pessoas que se dizem estoicas,  elas não são nem 30% disso, e nem fazem ideia disso.",profissional,0,Estoicismo: a Filosofia da felicidade e do desapego | Leandro Karnal,TANGENCIAL,
UgwgxmloGzz3N2ssYaF4AaABAg,💛💛,amador,0,Desapego: por que soltar é tão difícil?,POSITIVO,
UgygsS_7KNG8USGRjhB4AaABAg,"Ué negação da realidade? Então vamos denunciar cada vez mais o bolsonarismo, visto que, precisamos fazer isso não se repetir dando a cadeira da presidência para pessoas com esses comportamentos que você citou… não adianta nada a gente falar isso, e não conseguir reconhecer discursos machistas, classistas, de deputados corruptos em nosso país.",profissional,0,Caso Epstein: Como o Sistema Falhou por 14 Anos? | ANA BEATRIZ,TANGENCIAL,
Ugzoq9YVr2SdpxFRMbV4AaABAg,vídeo ótimo,profissional,0,Amor aos pets: a relação entre seres humanos e animais na História,POSITIVO,
UgxPI70aJleJjJKBjeN4AaABAg,Há mais pobre não pode odiar gente ricas ta ai o motivo o porque classe baixa e média que classe media e pobre também  devem odiar os poderosos,profissional,0,O Caso Epstein: Quando o Poder Compra a Justiça | ANA BEATRIZ,TANGENCIAL,
UgzpvJTVfwV8guUzqJt4AaABAg,💙,amador,0,5 sinais de que você é imaturo emocionalmente e não sabe,POSITIVO,
UgyNyrj4lOPPHOXn_3h4AaABAg,💛✨,amador,0,Como resgataria meu amor-próprio,POSITIVO,
UgwpE-GAPMZNckWK4j94AaABAg,Vídeo novo da joutjout é mais esperado do que filme novo dos Vingadores,amador,232,GIRLS EDUCATION: ELAS QUE LUTAM,POSITIVO,
UgwzyQsE2PFfQn7C6f14AaABAg,"Meu Deus vc leva quase a metade do vídeo, fazendo anuncio...e muito demorado e sem foco...",profissional,0,O que fazer quando o narcisista convive com você? #98,NEGATIVO,
UgzUNwsvhC6AUKTVzmt4AaABAg,"Você descreveu exatamente como me sinto, hoje tenho 59 anos.
Já fiz terapias por conta de TAG e passei por 2 psiquiatras. 
Como é difícil se sentir desorganizada e procrastinadora.
Tenho dois filhos adultos e vejo tudo isso se repetir no meu filho mais novo.",profissional,0,"Aula 1: O Jeito Errado | TDAH, Procrastinação e Foco com Dra. Ana Beatriz Barbosa",TANGENCIAL,
UgwVwEWasSKDScgM4eF4AaABAg,Ela podia escrever livros,amador,0,ENCERRAMENTO MASSA,POSITIVO,
Ugyh8Zw6f8jylm6TLad4AaABAg,"Ela falou que voltava depois do carnaval né , só não deixou bem claro o ano 😂😂😂😂 tô até agora esperando , saudade de vcsss💕",amador,1,EXPRESSÃO MÁXIMA DO DESCONFORTO | PARTE 2,TANGENCIAL,
UgxmDnBQ0I9ZVwc0rXV4AaABAg,"Eu gostaria de ter cinco por cento do seu conhecimento, mais já sou cem por cento seu admirador, parabéns, abraços.",profissional,0,Por que sou ateu? Leandro Karnal reage a comentários sobre religião e ateísmo,POSITIVO,
UgxvXpdOM6sph1yQP_R4AaABAg,Esse vídeo tem toda estética de VSL e CPL  que me dá a sensação de que na quarta aula vão me vender um curso,profissional,1,"Aula 1: O Jeito Errado | TDAH, Procrastinação e Foco com Dra. Ana Beatriz Barbosa",NEGATIVO,
UgzNgFYWucgYB2JCkFF4AaABAg,❤boa noite,profissional,0,"1ª Live da série especial ""Quando eu cuido de mim"" com Rossandro Klinjey",POSITIVO,
UgzIXZpgwAbnV5Ez8PZ4AaABAg,"Amei esse vídeo! Os pets são realmente os maiores companheiros. Sem eles, a solidão dos dias atuais seria muito difícil de aturar. Amor mesmo, incondicional. Os humanos é que estão muito longe da grandeza dos animais.",profissional,0,Amor aos pets: a relação entre seres humanos e animais na História,POSITIVO,
Ugx7y8kiuNRO1U9Px7d4AaABAg,Só não entendi o porquê de aparecer só fotos de Donald Trump no vídeo…o único que não participou de festas com menores e ainda expulsou Epstein de Mar a Lago…estranho.,profissional,0,O Caso Epstein: Quando o Poder Compra a Justiça | ANA BEATRIZ,NEGATIVO,
UgyxNo4oMMA5DMRrlDl4AaABAg,"agora vou comer macarrão com lágrimas, obrigada s2.",amador,0,Como a vida moderna destrói seu foco - e o que fazer | Geração TDAH,TANGENCIAL,
UgwVZAiHPsohQlqSfXp4AaABAg,"Esse vídeo ficou muito bom, estou fazendo faculdade, mas não tenho mais nenhum ânimo para continuar. Já estou em um emprego na área e vejo que muitas coisas que tem no meu curso não vou aplicar e a cada dia que passa fico mais desanimado. Eu prometi pra mim mesmo que esse semestre eu iria focar, mas não consigo",amador,1,Como a vida moderna destrói seu foco - e o que fazer | Geração TDAH,TANGENCIAL,
UgzkAPa4Y6ySQRA4NSt4AaABAg,Sensacional,profissional,0,Estoicismo: a Filosofia da felicidade e do desapego | Leandro Karnal,POSITIVO,
UgxjM8B3qe-4yRj8MHJ4AaABAg,"Obrigada por esse vídeo maravilhoso, Karnal.",profissional,0,Amor aos pets: a relação entre seres humanos e animais na História,POSITIVO,
UgztWzIyhZJSybOX5id4AaABAg,💜,amador,0,Você tem tudo para estar bem... mas não está.,POSITIVO,
UgzeBzD-GmJHNiFYTFV4AaABAg,"Obrigada @rosandro, por descrever tão bem a relação que vivo. Tudo o que você comentou já me aconteceu. Que bom que percebi, embora tenha adoecido, mas, estou em busca de soluçais, mudando posturas, me redescobrindo! Obrigada!!!!!!!🙏🏿👏🏿👏🏿👏🏿👏🏿👏🏿👏🏿",profissional,0,Rossandro Klinjey - Como conviver com pessoas abusivas e tóxicas,POSITIVO,
UgzS_nD49SGdB9jqlc14AaABAg,"Estava assistindo e me peguei distraidamente imaginando uma tinta, uma cor nas suas paredes brancas, que realçariam, destacariam o branco das portas (de entrada e do armários) e que também combinaria com os seus móveis branco e azul e com os quadros com molduras pretas. Escolhi a cor cinza claro. 😅 (eu sei, vc não pediu minha opinião, mas é que sou arquiteto e não resisti rsrs). Voltando ao tema, ao vídeo, muito esclarecedor e, mais uma vez, como todos os seus vídeos, necessário.",profissional,8,SER HOMOSSEXUAL É PECADO? | MARIA HOMEM,POSITIVO,
UgynRzJv37-bmvRtsTZ4AaABAg,💙,amador,0,5 sinais de que você é imaturo emocionalmente e não sabe,POSITIVO,
UgxXyaApr21m6HKWl0h4AaABAg,Queria o vídeo sem a música de fundo 😢,profissional,0,"Aula 1: O Jeito Errado | TDAH, Procrastinação e Foco com Dra. Ana Beatriz Barbosa",NEGATIVO,
UgwB_IFfoGTjCleB1mp4AaABAg,Gratidão🙏🏼,profissional,1,Rossandro Klinjey - Como parar de sentir tristeza?,POSITIVO,
UgwgZ3enSxqIcOFUDpl4AaABAg,esse sonho de ver o mar eu moro em Natal meus vizinhos podem ver o mar  o outro apartamento que eu morei aqui dava pra ver uma frestinha  hoje eu comprei o meu embora eu estou de costas para o mar mais indo ali ao lado da pra ver e eu já fico feliz ☺,amador,0,TOUR PELO APÊ VAZIO | Diário da Reforma por Juliana Goes,TANGENCIAL,
UgxK3XmytI-4lNySY5t4AaABAg,"Entendo que o grande problema dos religiosos, especialmente das religiões que necessitam convencer o outro de que devem seguir sua fé, é o ego; o fato de considerar que apenas ela consegue enxergar a verdade. Quem não enxerga como ela, não vê a verdade. É uma expressão clara da necessidade egóica de reconhecimento a partir daquilo que acredita. Ou, olhando de um outro ponto, talvez seja a necessidade de ver que os outros acreditam naquilo que ela acredita para ter certeza de que está acreditando na coisa certa.",profissional,0,Por que sou ateu? Leandro Karnal reage a comentários sobre religião e ateísmo,TANGENCIAL,
UgwhzoN0D-j2SD3gFHp4AaABAg,"Pelo jeito, grande parte da geraçao atual tem pouco libido ou então o custo libidinal do trabalho é tão imenso que não sobra nada para o casamento.",profissional,0,CASAR PARA QUÊ? | MARIA HOMEM,TANGENCIAL,
UgxHUMFtrv3grTsheGp4AaABAg,"Tao pouca pra um tema tao ridiculo. Ficamos assim,voce nao nachuca os que têm religioes, com suas homilias a passagens biblicas...tipo quando falaste deo diluvio e a arca de noe....e acredito que nao receberas critucas amorosas e/ou agressivas de que nao e ateu. Boa semana e apenas ame o próximo, que e mandamento religioso.",profissional,0,Por que sou ateu? Leandro Karnal reage a comentários sobre religião e ateísmo,NEGATIVO,
UgxZF-guJ5ddSj-4ttt4AaABAg,"Poxa te achei bem na hora, tava precisando ouvir isso......gratidão!",profissional,8,Continue fingindo que nada mudou  #saudemental #reflexão #mudança #autocuidado #tempodecrescer,POSITIVO,
UgzIwmg4R_g_zoTndyt4AaABAg,"Te achava a mais linda da casa, vc arassava nas festas, shipava vc com o Rafinha na época kkkkkkkkk continua linda e agora vc é super espontânea",amador,0,BBB | Respondendo sobre a minha experiência no Big Brother Brasil,POSITIVO,
UgwhtUqqLU9tRYbLWIR4AaABAg,"Incrível seu vídeo!
Simplesmente fenomenal estou a 23 anos na Internet nesse exato estado que você mostra em seu vídeo, perdido, confuso e sem saber o que fazer.
Descobri seu canal a poucos dias esse é o meu segundo vídeo e simplesmente me emocionou!
Obrigado por essa obra, não desista e obrigado pelas palavras de conforto não sabia que estava precisando até as ouvir!",amador,0,Como a vida moderna destrói seu foco - e o que fazer | Geração TDAH,POSITIVO,
UgyaNu-vKFtCo1oQGYh4AaABAg,"Muitos colocam o absorvente com chá de camomila no freezer, orientação da minha obstetra",amador,0,O RETORNO DA PEPEKA DEPOIS DO PARTO NORMAL VAGINAL | Juliana Goes,TANGENCIAL,
Ugx_ApvmbVuDWaKvErl4AaABAg,E quando lhe  tiram todas as suas circunstâncias,profissional,0,O que fazer quando o narcisista convive com você? #98,TANGENCIAL,
UgwdcMsfWUgttjyd7fJ4AaABAg,👏🏻👏🏻👏🏻👏🏻👏🏻,profissional,0,SER HOMOSSEXUAL É PECADO? | MARIA HOMEM,POSITIVO,
UgxITH0FHovF5bg0mt14AaABAg,"O casamento é importante, é uma forma de vc ter uma mulher sem um vínculo trabalhista. Pense comigo, se vc contrata os serviços de uma profissional do sexo, vc tem que remunerá-la ao final da sessão. Se vc contrata uma diarista tem que remunerá-la ao final do dia, já a esposa o único gasto que vc tem é ter  uma DR (Discutir a Relação), e isso dá pra tirar de letra.",profissional,0,CASAR PARA QUÊ? | MARIA HOMEM,NEGATIVO,
UgzL5G-VlPVvvzuOvEF4AaABAg,"Adorei o vídeo, mas as inteligências múltiplas já foram desmentidas e não possuem nenhuma comprovação científica.",profissional,0,O que é ser inteligente hoje? A NOVA INTELIGÊNCIA | Série Profissional do Futuro #2,NEGATIVO,
Ugy1ih22ItO37HHNosp4AaABAg,"""Bondade sua me explicar, com tanta determinação, exatamente o que sinto, como penso e como sou; eu realmente não sabia que eu pensava assim!""  RENATO MANFREDINI RUSSO - MAIS DO MESMO",profissional,4,Feminicídio no Brasil: por que homens odeiam mulheres? | Maria Homem,NEGATIVO,
UgzslxWZ3ouSDKOoEb14AaABAg,💛,amador,0,Desapego: por que soltar é tão difícil?,POSITIVO,
UgwUXqhpb7Hb9EocGEh4AaABAg,"Estou passando por isso. Minha bebê tira alguns cochilos fora de hora, durante o dia e aproveito esses momentos para arrumar a casa, passar roupa, lavar roupa, etc. Vou dormir todos os dias, desde que ela nasceu depois das 4 da manhã e ela acorda umas 7hs kkk. Estou parecendo um zumbi kk. Mas é uma fase e vai passar e ela é a minha maior riqueza, não me importo em passar por tudo isso. Faz parte. O que não estou gostando muito são intromissões de ""parentes"" como sogra que, por ela ter criado 2 filhos, acha que devo seguir exatamente como ELA seguiu. Ela sugeriu ""ah tem que fazer rotina"" sim, eu concordo que a rotina ajuda alguns bebês, mas são alguns bebês e outros não funciona. Diana, se me afasto 10 minutos de perto dela, começa a chorar e, claro, não vou deixar a menina chorando. Eu pego, nino, ela dorme no meu colo, coloco no carrinho e continuo a arrumar a casa e é assim o dia todo. Não chega a dormir 1 hora seguida sem que eu esteja ao lado e a sogra, quando vem aqui, só critica a casa sendo que tento deixar tudo limpo mas tem dia que simplesmente não dá. E ela acha que tem que ficar arrumando o tempo inteiro, ela é bitolada com limpeza mas não pega a menina para que eu faça isso e nem vem me ajudar a lavar 1 copo. Para criticar, aparece. Ou, implica que a bebê quer ficar só no peito direto. Ela tem apenas 4 meses, vai fazer 5 agora dia 28/08 e aqui é só leite materno e será até completar seus 6 meses de vida. Mas ela não entende. Acha que, além de cuidar da bebê, a casa tem que estar um brinco só porque a dela é. Complicado. Primeiro minha filha, depois a casa. E ela está se desenvolvendo super bem. É super espertinha. Amei o vídeo e desejo muita força, sabedoria e lembre-se que você não está sozinha. Sei exatamente o que você sente porque estou passando por isso mas é apenas uma fase e vai passar. 💋❤️",amador,0,MEU FILHO NÃO DORME | SONO DO BEBÊ por Juliana Goes,TANGENCIAL,
UgyXErSBcnPTJFghkAB4AaABAg,"Eita, dona Maria!❤",profissional,0,CASAR PARA QUÊ? | MARIA HOMEM,POSITIVO,
Ugz3hHgolZdAsCoDf-J4AaABAg,💙,amador,0,5 sinais de que você é imaturo emocionalmente e não sabe,POSITIVO,
Ugy8DNx5jJVDUBhj29V4AaABAg,"Jout pode ficar bem calma, você pode fazer uma pausa quando quiser no momento que quiser",amador,0,EXPRESSÃO MÁXIMA DO DESCONFORTO | PARTE 2,POSITIVO,
UgyJqZoSvmP39z2dsf54AaABAg,"vcs fazem tanta falta, jout jout",amador,0,EXPRESSÃO MÁXIMA DO DESCONFORTO | PARTE 2,TANGENCIAL,
UgzXw4FdbB2U6kp0rvp4AaABAg,"Até em família existem pessoas que sempre me colocaram para baixo! Conheci a doutrina, e me forteleci❤ 
Mesmo assim, peço orações ❤",profissional,58,Continue fingindo que nada mudou  #saudemental #reflexão #mudança #autocuidado #tempodecrescer,TANGENCIAL,
UgzvEv-QkqQAoeiOQs14AaABAg,Ela sempre arrasa nas falas,amador,0,você não é seu desempenho.,POSITIVO,
Ugx_eUQPWYvKnXI2n-h4AaABAg,"Eu amei e ele me ajuda muito, pois tenho uma pessoa tóxica em minha vida, qual não posso deixar pra trás e esse vídeo me ajudou",profissional,0,Rossandro Klinjey - Como conviver com pessoas abusivas e tóxicas,POSITIVO,
Ugy9L-vHO4IOaAddrqh4AaABAg,Velho safado,profissional,0,Caso do Piloto Preso Por Chefiar Uma Rede Criminosa | ANA BEATRIZ,TANGENCIAL,
UgyUj_UYOq1LG0_c9OZ4AaABAg,A hora que ela falou que o perfeccionista tem medo de ser pego fazendo algo errado foi a gota d'água.,amador,2,27 lições com 27 anos,TANGENCIAL,
UgwFNhRBNsX2lS5FaVp4AaABAg,LASTIMÁVEL A SUA MENSAGEM SUBLIMINAR.,profissional,0,O Caso Epstein: Quando o Poder Compra a Justiça | ANA BEATRIZ,NEGATIVO,
UgzHLIX6tFzGQr7SrA54AaABAg,Gratidão. 🌿,profissional,2,Rossandro Klinjey - Como parar de sentir tristeza?,POSITIVO,
UgymXJS5yN3ySqMjKFZ4AaABAg,"Parece até uma mãe solo falando kkkk Quando a mulher vira mãe há um isolamento natural. Não de familiares que ja passaram por isso, mas seus amigos com viagens, vida faculdade, namorados dates e trabalhos acabam que isolar naturalmente uma recém-mae. Aí junta com pandemia, cabou. Respiro e cuido da minha filha",amador,0,como fazer amigos depois do isolamento (e paranóias de ser chata),TANGENCIAL,
UgzAfWcljVKR5fH3rV54AaABAg,❤,profissional,0,"Aula 1: O Jeito Errado | TDAH, Procrastinação e Foco com Dra. Ana Beatriz Barbosa",POSITIVO,
Ugw8E5YaiXEYzGGueOV4AaABAg,Pq vc é falsa c o povo. Por isso que vc n teve as moral de pedir. Kkkk,amador,0,como fazer amigos depois do isolamento (e paranóias de ser chata),NEGATIVO,
UgzmI4FkpWbgj-LrFQl4AaABAg,Volta para o seu canal Jout Jout!!!!!!!!!!!!!!!!!!!!!!!!!!!,amador,1,GIRLS EDUCATION: ELAS QUE LUTAM,TANGENCIAL,
UgwbyUv9A-RuCWTk4oF4AaABAg,Q maravilha...,profissional,0,Rossandro Klinjey - Como parar de sentir tristeza?,POSITIVO,
Ugza0Dh1nOdiqW60o5Z4AaABAg,"Ana eu tenho 31 anos, eu tenho TDAH, eu ja tentei várias abordagem de terapia eu senti que nada funcionava pq tudo eu tinha resposta. Tentei medicação, não fico sem medicação para ansiedade, tentei o pomodoro, técnica 8+8+8, acorda as 5hrs, comprei aplicativo de check list. Vivo uma procrastinação intensa e um fracasso profissional. Minha maioria revolta é pq sou bem inteligente tudo q eu faço eu entrego com perfeição e nao consigo prosperar na vida. Eu vejo com gente com metade da minha competência bem de vida isso e frustante d+.",profissional,0,"Aula 1: O Jeito Errado | TDAH, Procrastinação e Foco com Dra. Ana Beatriz Barbosa",TANGENCIAL,
UgzUGqzxgNb2DpMagad4AaABAg,Obrigado,amador,1,Assista quando estiver deprimido,POSITIVO,
UgwhkmcawaJ9jpCubkh4AaABAg,"O que a doutora esqueceu é que os órgãos públicos também estão envolvidos e não resolvem NADA. 
Bobinha.",profissional,0,Caso Epstein: Como o Sistema Falhou por 14 Anos? | ANA BEATRIZ,NEGATIVO,
Ugz3xA_L8nImPNYciEd4AaABAg,"Esse Karnal aí não tem nada a ver com estoicismo. Podia ficar de fora.
Quer se meter em tudo. 
Caça like.",profissional,0,Estoicismo: a Filosofia da felicidade e do desapego | Leandro Karnal,NEGATIVO,
Ugxj50VsECdiCYcW-H94AaABAg,Eu só estou torcendo pra todas as aulas serem suficientes e que após elas não precise pagar nada pra saber o que vem depois. É horrível tentar melhorar e não conseguir sabe? Sou muito fã da Dra e já assisti vários podcasts que ela foi ❤,profissional,3,"Aula 1: O Jeito Errado | TDAH, Procrastinação e Foco com Dra. Ana Beatriz Barbosa",POSITIVO,
UgylVAqdmx6OgkBEqn14AaABAg,Te esperando em Manaus 😊💜,amador,0,Você tem tudo para estar bem... mas não está.,POSITIVO,
