commentId,text,channel_type,likeCount,video_title,label_llm,label_revisao
UgyM3qWjAL6lKZmbfC14AaABAg,"No início de 2025, fiz 18 anos. Comecei a faculdade de Medicina, mantive meu trabalho de meio período, o que já ajudaria com algum dinheiro, iniciei a autoescola, continuei indo à igreja, mantive contato com alguns dos meus amigos da escola... Que maravilha! Pensei.

Nos últimos dias, pedi uma amiga em namoro e ela aceitou. Esta semana se encerrou a semana de provas e, com muito esforço, fui bem em todas elas.
Mas, em meio a tudo isso, não sinto que estou feliz de verdade... As coisas, mesmo dando certo, já não me fazem mais sentido. O ápice foi ontem: tive resultado positivo em todas as provas, cheguei em casa feliz para jogar (pois fazia meses que não jogava), e o que me bateu foi o vazio... No final, estava sozinho.

Um relacionamento sem amor... um trabalho pouco produtivo... amigos com quem não me sinto à vontade para falar qualquer coisa... eu, desunido da minha família.
Tinha tantos hobbies relacionados à arte, mas já não pratico mais nenhum, pois não tenho tempo. Tento pensar em coisas que me deixem feliz, mas, infelizmente, não encontro nada...

Além disso, sou uma pessoa muito tímida e introspectiva, o que acaba dificultando minhas relações sociais. Por isso, nem culpo minha namorada – acho que, no final, a culpa é mais minha mesmo...

Em minhas orações, acabo sempre me considerando ingrato por tantas bênçãos e por não ser capaz de aproveitá-las. Para meus amigos, parece ser uma fase tão fácil e leve. Por que, para mim, é tão pesada?

Que Deus me ajude... Oro para que todos em situação semelhante se curem, pois sei o quão frustrante é tudo isso. Peço que orem por mim também...",amador,182,Assista quando estiver deprimido,NEGATIVO,
Ugz82kh0brm2N1zTmHd4AaABAg,Verdade!,profissional,0,Por que sou ateu? Leandro Karnal reage a comentários sobre religião e ateísmo,POSITIVO,
Ugwrx5RruemMWDhR1C94AaABAg,Amei,profissional,0,Rossandro Klinjey - Como parar de sentir tristeza?,POSITIVO,
Ugzv70Ejcdg2Hh-I68Z4AaABAg,"Tenho 28 anos, mês passado viajei com um casal de amigos, de 55 anos, aposentados desde 2021, mas continuam  trabalhando pelo dinheiro, para aumentar o padrão de vida. E sabe para onde o dinheiro vai? Roupas, inacreditável! Depois desse passeio não consigo falar com eles como antes.",amador,0,você não é seu desempenho.,NEGATIVO,
Ugzp2pedgkrYpts3Spd4AaABAg,💙,amador,0,5 sinais de que você é imaturo emocionalmente e não sabe,POSITIVO,
UgzObs3OxCeH7oQwRzR4AaABAg,"É linda essa série! Choro quase todas as vezes que vejo, mexe com nossos sentimentos. Recomendo também",profissional,6,"Karnal Recomenda: ""This Is Us"" - 6ª temporada | Leandro Karnal",POSITIVO,
UgwpPdHR-KZiEYPtX3p4AaABAg,"Por favor, queremos plano de parto e realidade siiiim",amador,273,O RETORNO DA PEPEKA DEPOIS DO PARTO NORMAL VAGINAL | Juliana Goes,POSITIVO,
UgxcRmXB5yby2y38ReF4AaABAg,Mt bom,amador,0,Assista quando estiver cansado da vida | A filosofia de Sartre,POSITIVO,
UgzlFnFrsmdsKCvUDC14AaABAg,"Adoro a filosofia de Spinosa.
Assistiria todos os vídeos sobre ele. Principalmente com Karnal",profissional,10,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos",POSITIVO,
UgybWNk4BMKX7QUcodZ4AaABAg,que saudade dessa mulher. por deus!,amador,1,EXPRESSÃO MÁXIMA DO DESCONFORTO | PARTE 2,NEGATIVO,
Ugxb9BUR0Xkh345l9MN4AaABAg,Quando vai chegando a  noite eu chamo meu gato pra entrar pra casa ele faz de conta de nem tá escutando aí eu falo vem Papa whisky com a mamãe ele me olha e vem correndo é muito inteligente amo muito,profissional,0,Amor aos pets: a relação entre seres humanos e animais na História,POSITIVO,
UgxBoNkGtPL6R1GoMmR4AaABAg,💛💛,amador,0,Como resgataria meu amor-próprio,POSITIVO,
UgyZkC4rJbvg9Phxqit4AaABAg,"Oi.

... como é????

Você sumiu!!!!

Já lá vai 1 ano e nada de mais novidades...",amador,0,GIRLS EDUCATION: ELAS QUE LUTAM,NEGATIVO,
UgwTL5ZNaUym7y9VVdx4AaABAg,"Amei a edição na qual você participou, e amei sua participação. Gostava muito de você lá e ainda gosto de ti e assistir você até hoje",amador,1,BBB | Respondendo sobre a minha experiência no Big Brother Brasil,POSITIVO,
UgzMXVkCxyn4Pl5SCTd4AaABAg,"Brasileiros mesmo, raíz, somo nós nordestinos, vcs gaúchos são deserdados europeus que vieram pra cá depois da segunda guerra  com uma mão na frente e a outra atrás, pobres, famintos e fodidos, e agora se acham donos dessas terras, tanto que se pudessem instalariam o país das bonbachas, bando de frescos sem noção...",profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos",NEGATIVO,
Ugy_RuvHxKTyQzUSjrp4AaABAg,"Dra.Ana Beatriz, o seu livro que fala sobre a psicopatia deveria ser lido por todos os pais e mães, é de uma importância gigantesca ❤",profissional,58,Adolescentes Violentos: Um Sinal de Alerta Urgente! | ANA BEATRIZ,POSITIVO,
Ugyo2SIfoRQPii74g014AaABAg,💙,amador,0,5 sinais de que você é imaturo emocionalmente e não sabe,POSITIVO,
UgwFl8Lb3QB2bWpeW2J4AaABAg,❤,profissional,0,Continue fingindo que nada mudou  #saudemental #reflexão #mudança #autocuidado #tempodecrescer,POSITIVO,
UgwFJL7ftMyfZ7EfYT54AaABAg,"Sei bem essa sensação. Esse fim de ano eu voltei a ter desejos e sonhos. Comecei 2026 com planos, com vontade de me resgatar.",profissional,72,RECUPERE O PRAZER DE VIVER: A cura para o Esgotamento Mental - ANEDONIA,POSITIVO,
UgzGByaqV-kIa3AxcnN4AaABAg,GRATIDÃOOO E GRATIDÃOOO ❤,profissional,0,Estoicismo: a Filosofia da felicidade e do desapego | Leandro Karnal,POSITIVO,
UgxQt21cpBuRIgxCggZ4AaABAg,Que saudade,amador,0,AGRADECIMENTOS FINAIS,NEGATIVO,
Ugw-aTAh6BG0uXV9GMN4AaABAg,Que testemunhos maravilhosos… uma lição de vida,profissional,1,"1ª Live da série especial ""Quando eu cuido de mim"" com Rossandro Klinjey",POSITIVO,
UgwGXzjx7zP44bQ8SzN4AaABAg,"Nos dias que estou assim eu super faço isso. O ato de tomar um banho, colocar uma roupa limpa e bonita, me maquiar, sair  na rua p ir até a padaria e tomar um café lá.. são pequenas coisas que fazem toda a diferença. ☺️🙌",profissional,62,Rossandro Klinjey - Como parar de sentir tristeza?,POSITIVO,
UgysV-tVrJNyPZz9qUp4AaABAg,MAIO DE 2021 E CADÊ TU MULHEEEER 😧🙏❤❤ SAUDADES! Tanto pra ser dito nesse tempo... Voltaaaaa,amador,1,EXPRESSÃO MÁXIMA DO DESCONFORTO | PARTE 2,NEGATIVO,
UgwECF18OLFCkhoJTON4AaABAg,"Ju te sigo desde a casa,mas lá eu não gostava de você kkkkk",amador,0,BBB | Respondendo sobre a minha experiência no Big Brother Brasil,POSITIVO,
UgxHfVuHgOSMw4ANfxp4AaABAg,"Lindo, simplismente lindo.❤",amador,0,TOUR PELO APÊ VAZIO | Diário da Reforma por Juliana Goes,POSITIVO,
UgzZ_H2VGvI5xoaVKKl4AaABAg,"Aaaaahh  !   Fui  enganado  desde  a  infância  .  Tsctsctsc  . . . 😏  Ainda  bem  que  ,  assisti   essa  aula  .  Grato   prof.  Karnal  .  Agora  sei  onde  e  quanto   eu  . . .Huuummm  .  Auto  elogio  ou depreciação   é   chato   né  não  ? 🤭😂🤭 Vaaaleeuu  assim  mesmo   .  Prazer   eu  . 
P.S.   Brincadeira  `a  parte   .  Conteúdo  sempre   muito   bom  . Obrigado  .",profissional,0,O que é ser inteligente hoje? A NOVA INTELIGÊNCIA | Série Profissional do Futuro #2,POSITIVO,
Ugx9TJkXnnzxiB9dvRp4AaABAg,🩵,amador,0,5 sinais de que você é imaturo emocionalmente e não sabe,POSITIVO,
UgzHDfEK9jCim5esndZ4AaABAg,💙💙💙,amador,0,5 sinais de que você é imaturo emocionalmente e não sabe,POSITIVO,
UgwHiEvf-VEWlcg_Q6J4AaABAg,Não sabendo lidar com o fim da melhor série 😭,profissional,0,"Karnal Recomenda: ""This Is Us"" - 6ª temporada | Leandro Karnal",NEGATIVO,
Ugz7YgnUta6YV1OUA1V4AaABAg,💛,amador,0,Desapego: por que soltar é tão difícil?,POSITIVO,
Ugx7AXPsaQ5Mpy0_qSB4AaABAg,Sábias palavras.obrigado,profissional,4,Continue fingindo que nada mudou  #saudemental #reflexão #mudança #autocuidado #tempodecrescer,POSITIVO,
UgwovkKPHMH6DtiNfkB4AaABAg,"Eu te sigo a anos e hoje eu sei o quão estou sentido outra pessoa, a situação é que como posso parar de ter tanto hiperfoco, aí depois quando eu vejo que acelerei demais paro no zero sabe.Esquecer chave 🔑 até hoje não consigo melhorar 😅😅, troco nomes também, esqueço aniversário mesmo colocando alarme.Eu sou um ET AMBULANTE 😂😂❤Você é maravilhosa Bia,como diz a nossa DÉIA,(Andreia Vermont) você e fonte de inspiração ❤",profissional,0,"Aula 1: O Jeito Errado | TDAH, Procrastinação e Foco com Dra. Ana Beatriz Barbosa",POSITIVO,
UgyBDVh6oTUDSKCaj154AaABAg,Te  adimiro,profissional,1,"SIMONE TEBET, MARIA HOMEM | ELEIÇÕES: RETA FINAL (LIVE)",POSITIVO,
Ugzgd2Tbxz7SHOmVqy54AaABAg,"Depois de 72 anos , é que estou aprendendo a dizer não, e ouvir não.",profissional,89,"1ª Live da série especial ""Quando eu cuido de mim"" com Rossandro Klinjey",POSITIVO,
UgxlMFOlrVJliuJWky14AaABAg,Que maravilha esse diálogo das duas! Que grandes mulheres!,profissional,10,"SIMONE TEBET, MARIA HOMEM | ELEIÇÕES: RETA FINAL (LIVE)",POSITIVO,
UgxzWARQeby-h4Jt76B4AaABAg,Não se relacionem mais com homens! Fiquem solteiras! Simples assim!,profissional,0,Feminicídio no Brasil: por que homens odeiam mulheres? | Maria Homem,NEGATIVO,
UgyU1H7YCMXWMzSyIZ94AaABAg,a saudade.,amador,0,Assista quando estiver deprimido,NEGATIVO,
UgwaSd6i4speFgmjrIx4AaABAg,❤,amador,0,ENCERRAMENTO MASSA,POSITIVO,
UgyUAX6MzuimVcgqdY94AaABAg,"Casar pra quê? Pra morrer de trabalhar, servir e abrir mão de um monte de coisas",profissional,141,CASAR PARA QUÊ? | MARIA HOMEM,NEGATIVO,
Ugy0yP-tqS8XgXytY8B4AaABAg,🩵🩵🩵🩵,amador,0,5 sinais de que você é imaturo emocionalmente e não sabe,POSITIVO,
Ugwu85l8JYDzug5TRFt4AaABAg,💜,amador,0,Você tem tudo para estar bem... mas não está.,POSITIVO,
Ugx2qkWgrY2vtPNQ1VB4AaABAg,"Sempre quis ter filho. Não consegui engravidarve então adotei. Lindo e maravilhoso meu filho. Aquela angústia e cobrança interna, pensamentos obssessivos ..tudo passou. Foi a única certeza que tive na vida. Casamento (2),nunca foi fácil. Sempre fiquei em dúvida. Mas filho, isso foi realizante.",profissional,281,CASAR PARA QUÊ? | MARIA HOMEM,POSITIVO,
UgxfBOnxmLPvcJl63lh4AaABAg,Horrível esse caso e imaginar que tudo isso foi e ainda é muito real 😢😢😢😮,profissional,2,Caso Epstein: Como o Sistema Falhou por 14 Anos? | ANA BEATRIZ,NEGATIVO,
UgwqKu-C16aF_u6yvbR4AaABAg,Que horror,profissional,0,Adolescentes Violentos: Um Sinal de Alerta Urgente! | ANA BEATRIZ,NEGATIVO,
UgwM_iM_wx1A-Q9k4WF4AaABAg,"Sou de esquerda, mas quando vi  Simone TEBET na CPI da pandemia. Logo pensei: essa mulher  vai longe",profissional,194,"SIMONE TEBET, MARIA HOMEM | ELEIÇÕES: RETA FINAL (LIVE)",POSITIVO,
Ugz2vRkTS4qCTRNxrvl4AaABAg,"Gente chega dessa porra de depressão vamo malhar pegar peso, ser bunduda e braçuda bora galera, ir pra praia arrumar o cabelo, estudar. Saiam da mente de vcs",amador,1,Assista quando estiver deprimido,NEGATIVO,
UgwJXesU5htF9tTzJ094AaABAg,Eu estou num estado total de consciência sobre essa situação e quase zero condição de vencê-la.,profissional,0,O PERIGO REAL sobre o novo TDAH que ninguém te contou,NEGATIVO,
UgxIdCicGhH1oHz2AOd4AaABAg,LAMENTO MUITO QUE VC NÃO TENHA SE LEMBRADO E NÃO TENHA  COMENTADO SOBRE  O SAMMY....QUE ERA A PESSOA MAIS CARINHOSA DA CASA....🤔,amador,0,BBB | Respondendo sobre a minha experiência no Big Brother Brasil,NEGATIVO,
UgwzWwY7fg9y1tYVXJp4AaABAg,Muito bom!,profissional,0,Rossandro Klinjey - Como parar de sentir tristeza?,POSITIVO,
Ugy1TGA_JjCYEh8_sJ54AaABAg,"A incoerência da frase  "" Deus sabe o que faz . Me tornou  de católica apostólica romana para ateia hoje 2025. . pq Deus permite que uma criança seja estuprada pelo pai ao longo de até os 12 anos de idade e engravidar do próprio pai e não salva essa criança e nem põe um  Alzheimer nesse pai  ou  não põe uma doença grave nesse pai  assim  o deixando livre para cometer tais atrocidades com a filha criança  ? 😢 Sempre questionei o saber católico e a resposta era  "" Deus sabe o que faz ???😢😢😢",profissional,0,Por que sou ateu? Leandro Karnal reage a comentários sobre religião e ateísmo,NEGATIVO,
UgxzCV4MkJiC_8A8aU94AaABAg,que vídeo boooooomm,amador,0,ENCERRAMENTO MASSA,POSITIVO,
Ugw2tbJLzld0yj3vXXV4AaABAg,❤❤❤,profissional,0,Estoicismo: a Filosofia da felicidade e do desapego | Leandro Karnal,POSITIVO,
Ugzh6O576wIp1yScCwh4AaABAg,fico remoendo esse vídeo a tanto tempo que so Deus na causa,amador,1,ENCERRAMENTO MASSA,NEGATIVO,
Ugz6aKSJX8SaMko-2Mp4AaABAg,Simplesmente amando esse canal 🥲🤍,amador,0,Assista quando estiver deprimido,POSITIVO,
UgzPx_AE42V84KVHi_54AaABAg,Eu tive parto normal tem quase 4 meses porém notei minha vagina muito aberta eu olho parece que tou vendo tudo de dentro pra fora da até agonia  tou sessacao de que meus pontos estão aberto moto vagina por fora muito aberta e bolo carne vermelha bem perto do canal vaginal agora tou com medo de ter relações não e tbm noa sinto mais vontade de ter relacao não sei oq. que faco mais,amador,2,O RETORNO DA PEPEKA DEPOIS DO PARTO NORMAL VAGINAL | Juliana Goes,NEGATIVO,
Ugw-ikeb_lYoNZ4BOvN4AaABAg,Saudades 😭,amador,1,EXPRESSÃO MÁXIMA DO DESCONFORTO | PARTE 2,NEGATIVO,
UgzdzWfdPxMstsUKUPp4AaABAg,A falta de sensibilidade vem da própria casa. Será que os pais pensam na coletividade? Filho de peixe peixinho é.,profissional,0,Adolescentes Violentos: Um Sinal de Alerta Urgente! | ANA BEATRIZ,NEGATIVO,
UgwpE-GAPMZNckWK4j94AaABAg,Vídeo novo da joutjout é mais esperado do que filme novo dos Vingadores,amador,232,GIRLS EDUCATION: ELAS QUE LUTAM,POSITIVO,
UgyeovGd8ljqzdjRwaZ4AaABAg,"Ninguém  é  obrigado  à  ter filhos...se a pessoa  não  tem capacidade ou amor ,NÃO TENHA FILHOS.",profissional,422,Adolescentes Violentos: Um Sinal de Alerta Urgente! | ANA BEATRIZ,NEGATIVO,
UgwRBcXLFPV91-StpXR4AaABAg,"❤ ENCANTADA! ❤
SEMPRE ENCANTADA, COM TODA ESTA  SABEDORIA... ME APAIXONEI PELOS TEUS VÍDEOS.
VENHO DE ORIGEM CATÓLICA,
FUI BATIZADA QUANDO ERA BEBÊ, SEM NOÇÃO DE NADA SOBRE A VIDA TERRESTRE.
ADOLESCÊNCIA, PASSEI A PARTICIPAR DE GRUPOS DE JOVENS, ESTUDOS BÍBLICOS E PARTICIPAR DAS MISSAS, PORÉM, SEMPRE ACHEI  CHATO RESAR TERÇO, RAZÃO DE NUNCA TER RESADO.
MUITAS DÚVIDAS TINHA, SAÍ DA IGREJA EM BUSCA DE ALGO MAIS COERENTE,
CONHECI A DOUTRINA ESPÍRITA QUE É  BASEADA EM UMA FÉ RACIOCÍNADA,
PORÉM, NÃO CONSIDERADA RELIGIÃO, MAS UMA FILOSOFIA, UMA CIÊNCIA.
FIQUEI MAIS DE TRINTA ANOS, E CONTINUEI EM BUSCA DE ALGO QUE ME REVELACE OS ENIGMAS QUE ENVOLVE ESTA MATRIX ONDE VIVEMOS PRISIONEIROS.
HOJE ME CONSIDERO AGNÓSTICA, NÃO POSSO PROVAR QUE DEUS EXISTE E NÃO POSSO PROVAR QUE NÃO EXISTE.
ASSIM VOU VIVENDO PROCURANDO SER CORRETA, HONESTA COM MEU SEMELHANTE E TENTANDO ENCONTRAR UM BOM CAMINHO, AGINDO COM RESPEITO E AJUDANDO MEU SEMELHANTE DE ACORDO COM O QUE POSSO, ASSIM COMO SEMPRE FIZ A VIDA INTEIRA.
AMO O MEU JEITO DE SER E TUDO QUE APRENDI E APREENDI AO LONGO DE MINHA VIDA. 
CONTINUO ESTUDANDO, SEI QUE ESTE É O CAMINHO CERTO PARA AMPLIAR NOSSA CONSCIÊNCIA.

Adorei assistir ao vídeo, sempre que oportuno, estarei aqui para assistir outros.
Obrigada.",profissional,0,Por que sou ateu? Leandro Karnal reage a comentários sobre religião e ateísmo,POSITIVO,
UgwZ4iVBZKjg-eqAeJJ4AaABAg,"eu lembro de vc lá, só que quando vi vc na internet (no seu casamento) que foi qnd comecei acompanhar, não ligava que era a mesma pessoa, qnd vc falou ha uns anos fiquei chocada",amador,0,BBB | Respondendo sobre a minha experiência no Big Brother Brasil,POSITIVO,
Ugx1SZg4HChWu5T6Lyt4AaABAg,"Por isso cipó de goiabeira e cinturão continuam cantando em casa. Criança e adolescente com celular como solução dos pais pra substituir responsabilidade é como entregar pro mundo fazer o que quiser com ele que vai se refletir em todo lugar. Nem sempre diálogo vai corrigir como nos filmes americanos, a própria Bíblia fala pra corrigir usando ""vara"" por a criança e adolescente é descontrolado por instinto",profissional,1,Adolescentes Violentos: Um Sinal de Alerta Urgente! | ANA BEATRIZ,NEGATIVO,
Ugz91UIs2jwBQFd6tnN4AaABAg,Amei! Estava pensando nisso hoje e vc acalmou meu ❤️,amador,0,você não é seu desempenho.,POSITIVO,
UgzUKDExCr52QIUkYmZ4AaABAg,"Que linda mensagem no final, obrigada! Por mais pessoas positivas como você e sua família Ju. muitas energias positivas  e bênção pra vocês 🙌🏻💐",amador,0,TOUR PELO APÊ VAZIO | Diário da Reforma por Juliana Goes,POSITIVO,
UgyItkpK_x8tAbbf_uB4AaABAg,Meu Deus 😢,profissional,0,Caso do Piloto Preso Por Chefiar Uma Rede Criminosa | ANA BEATRIZ,NEGATIVO,
UgxDQAV3r_k5-M8bx-B4AaABAg,"Eu demorei pra entender que eu sou a pessoa mais importante da minha vida !!
Aprendi com quase 60 mais  valeu a pena embora pouco tarde !!
Hj continuo sendo amorosa ...carinhosa é ajudando o próximo.mais hj eu penso em mim também eu me.amo...me respeito e só quero pra mim o que me faz bem !!!
Obgda Rossandro aprendi muito com seus ensinamentos !!!
Gratidão eterna!
Bju no seu ❤️",profissional,54,"1ª Live da série especial ""Quando eu cuido de mim"" com Rossandro Klinjey",POSITIVO,
UgyD50E_pt0qlCi-SB14AaABAg,"Pronto, agora eu sei o  que tenho e não sei como me tratar, obrigado por me deixar mais aflito.",profissional,1,Como superar a exaustão e ansiedade da Geração 40+ SEM Desespero,NEGATIVO,
UgwqLUNMQxaE94Ib_Id4AaABAg,💛,amador,0,Como resgataria meu amor-próprio,POSITIVO,
UgzlayPuPIbGuzaN1TR4AaABAg,🩵💙🩵💙,amador,0,5 sinais de que você é imaturo emocionalmente e não sabe,POSITIVO,
UgxDr5qBTXTWjOLh8rR4AaABAg,"Aaah que lindaa
Nossa total!!! Tenho um ciclo de amigos que não sei como digo pra eles que eu tô em outra vibe... com certeza todos percebemos que esfriou, mas ninguém nos roles forçados admite que o que um dia a gente viveu, é passado agora. 🥲",amador,1,como fazer amigos depois do isolamento (e paranóias de ser chata),POSITIVO,
UgwCbuomR4eYPSUw04F4AaABAg,"❤ Campanha que mantém esse canal no ar: https://apoia.se/ludoviajante ❤
12 meses de trampo, evitei IA o máximo que pude, contratei 3 artistas pra ajudar (créditos na descrição). Obrigado a vocês que tornam esse canal possível, seja assistindo ou apoiando! Agora com licença que o pai precisa por o sono em dia 😴 rapaz to até zonzo

PS: ativem o sino pra serem avisados do próximo video!!! (que virá em menos de 1 ano, ou meu nome não é orfeuzinho)",amador,5972,Pra você que pensa e sente demais | A filosofia da ansiedade,POSITIVO,
UgyLjjCCDqtyhLx6ypZ4AaABAg,"Sinto sua falta Júlia, o mundo anda tão difícil… suas visões de mundo confortavam o coração.",amador,1,AGRADECIMENTOS FINAIS,NEGATIVO,
UgwsYkChJeoAhLBA2kV4AaABAg,"É muita gentileza sua falar sobre isso. Ainda não tive filhos, mas adoro saber sobre esses assuntos,  para não ter medo quando for minha vez. Muito obrigada por ser essa amiga que compartilha informações.  💖",amador,205,O RETORNO DA PEPEKA DEPOIS DO PARTO NORMAL VAGINAL | Juliana Goes,POSITIVO,
